"authors","title","journal","issue","volume","pages","article_no","doi","doctype","year","date","database","ExportDate"
"Yamashita, J., Enomoto, T., Yamada, M., Ono, T., Hanafusa, T., Nagamatsu, T., Sonoda, S., Yamamoto, Y.","Estimation of soil-to-plant transfer factors of radiocesium in 99 wild plant  species grown in arable lands 1 year after the Fukushima 1 Nuclear Power Plant  accident.","Journal of plant research","1","127","11-22","10.1007/s10265-013-0605-z [doi]","10.1007/s10265-013-0605-z","Journal Article","2014","","PubMed",2024-01-29
"Matsushima, R., Maekawa, M., Kusano, M., Kondo, H., Fujita, N., Kawagoe, Y., Sakamoto, W.","Amyloplast-localized SUBSTANDARD STARCH GRAIN4 protein influences the size of  starch grains in rice endosperm.","Plant physiology","2","164","623-36","10.1104/pp.113.229591 [doi]","10.1104/pp.113.229591","Journal Article","2014","Feb","PubMed",2024-01-29
"Iehisa, J.C.M., Matsuura, T., Mori, I.C., Takumi, S.","Identification of quantitative trait locus for abscisic acid responsiveness on  chromosome 5A and association with dehydration tolerance in common wheat  seedlings.","Journal of plant physiology","2","171","25-34","S0176-1617(13)00402-1 [pii]","10.1016/j.jplph.2013.10.001","Journal Article","2014","Jan 15","PubMed",2024-01-29
"Isshiki, R., Galis, I., Tanakamaru, S.","Farinose flavonoids are associated with high freezing tolerance in fairy primrose  (Primula malacoides) plants.","Journal of integrative plant biology","2","56","181-8","10.1111/jipb.12145 [doi]","10.1111/jipb.12145","Journal Article","2014","Feb","PubMed",2024-01-29
"Mitani-Ueno, N., Ogai, H., Yamaji, N., Ma, J.F.","Physiological and molecular characterization of Si uptake in wild rice species.","Physiologia plantarum","3","151","200-7","10.1111/ppl.12125 [doi]","10.1111/ppl.12125","Journal Article","2014","Jul","PubMed",2024-01-29
"Salaipeth, L., Chiba, S., Eusebio-Cope, A., Kanematsu, S., Suzuki, N.","Biological properties and expression strategy of rosellinia necatrix  megabirnavirus 1 analysed in an experimental host, Cryphonectria parasitica.","The Journal of general virology","Pt 3","95","740-750","10.1099/vir.0.058164-0 [doi]","10.1099/vir.0.058164-0","Journal Article","2014","Mar","PubMed",2024-01-29
"Kondo, H., Maeda, T., Gara, I.W., Chiba, S., Maruyama, K., Tamada, T., Suzuki, N.","Complete genome sequence of Habenaria mosaic virus, a new potyvirus infecting a  terrestrial orchid (Habenaria radiata) in Japan.","Archives of virology","1","159","163-6","10.1007/s00705-013-1784-6 [doi]","10.1007/s00705-013-1784-6","Journal Article","2014","Jan","PubMed",2024-01-29
"Mwajita, M.R., Murage, H., Tani, A., Kahangi, E.M.","Evaluation of rhizosphere, rhizoplane and phyllosphere bacteria and fungi  isolated from rice in Kenya for plant growth promoters.","SpringerPlus",NA,"2","606","10.1186/2193-1801-2-606 [doi]","10.1186/2193-1801-2-606","Journal Article","2013","","PubMed",2024-01-29
"Deng, F., Yamaji, N., Xia, J., Ma, J.F.","A member of the heavy metal P-type ATPase OsHMA5 is involved in xylem loading of  copper in rice.","Plant physiology","3","163","1353-62","10.1104/pp.113.226225 [doi]","10.1104/pp.113.226225","Journal Article","2013","Nov","PubMed",2024-01-29
"Yamaji, N., Sasaki, A., Xia, J.X., Yokosho, K., Ma, J.F.","A node-based switch for preferential distribution of manganese in rice.","Nature communications",NA,"4","2442","10.1038/ncomms3442 [doi]","10.1038/ncomms3442","Journal Article","2013","","PubMed",2024-01-29
"Sun, L., Jing, B., Andika, I.B., Hu, Y., Sun, B., Xiang, R., Kondo, H., Chen, J.","Nucleo-cytoplasmic shuttling of VPg encoded by Wheat yellow mosaic virus requires  association with the coat protein.","The Journal of general virology","Pt 12","94","2790-2802","10.1099/vir.0.055830-0 [doi]","10.1099/vir.0.055830-0","Journal Article","2013","Dec","PubMed",2024-01-29
"Hirayama, T., Matsuura, T., Ushiyama, S., Narusaka, M., Kurihara, Y., Yasuda, M., Ohtani, M., Seki, M., Demura, T., Nakashita, H., Narusaka, Y., Hayashi, S.","A poly(A)-specific ribonuclease directly regulates the poly(A) status of  mitochondrial mRNA in Arabidopsis.","Nature communications",NA,"4","2247","10.1038/ncomms3247 [doi]","10.1038/ncomms3247","Journal Article","2013","","PubMed",2024-01-29
"Kondo, H., Hirano, S., Chiba, S., Andika, I.B., Hirai, M., Maeda, T., Tamada, T.","Characterization of burdock mottle virus, a novel member of the genus Benyvirus,  and the identification of benyvirus-related sequences in the plant and insect  genomes.","Virus research","1","177","75-86","S0168-1702(13)00237-2 [pii]","10.1016/j.virusres.2013.07.015","Journal Article","2013","Oct","PubMed",2024-01-29
"Kariya, K., Demiral, T., Sasaki, T., Tsuchiya, Y., Turkan, I., Sano, T., Hasezawa, S., Yamamoto, Y.","A novel mechanism of aluminum-induced cell death involving vacuolar processing  enzyme and vacuolar collapse in tobacco cell line BY-2.","Journal of inorganic biochemistry",NA,"128","196-201","S0162-0134(13)00156-6 [pii]","10.1016/j.jinorgbio.2013.07.001","Journal Article","2013","Nov","PubMed",2024-01-29
"Xia, J., Yamaji, N., Ma, J.F.","A plasma membrane-localized small peptide is involved in rice aluminum tolerance.","The Plant journal : for cell and molecular biology","2","76","345-55","10.1111/tpj.12296 [doi]","10.1111/tpj.12296","Journal Article","2013","Oct","PubMed",2024-01-29
"Chen, Z.C., Yokosho, K., Kashino, M., Zhao, F., Yamaji, N., Ma, J.F.","Adaptation to acidic soil is achieved by increased numbers of cis-acting elements  regulating ALMT1 expression in Holcus lanatus.","The Plant journal : for cell and molecular biology","1","76","10-23","10.1111/tpj.12266 [doi]","10.1111/tpj.12266","Comparative Study","2013","Oct","PubMed",2024-01-29
"Shibata, F., Nagaki, K., Yokota, E., Murata, M.","Tobacco karyotyping by accurate centromere identification and novel repetitive  DNA localization.","Chromosome research : an international journal on the molecular, supramolecular  and evolutionary aspects of chromosome biology","4","21","375-81","10.1007/s10577-013-9363-y [doi]","10.1007/s10577-013-9363-y","Journal Article","2013","Jul","PubMed",2024-01-29
"Fukumoto, K., Alamgir, K., Yamashita, Y., Mori, I.C., Matsuura, H., Galis, I.","Response of rice to insect elicitors and the role of OsJAR1 in wound and  herbivory-induced JA-Ile accumulation.","Journal of integrative plant biology","8","55","775-84","10.1111/jipb.12057 [doi]","10.1111/jipb.12057","Journal Article","2013","Aug","PubMed",2024-01-29
"Kondo, H., Chiba, S., Andika, I.B., Maruyama, K., Tamada, T., Suzuki, N.","Orchid fleck virus structural proteins N and P form intranuclear viroplasm-like  structures in the absence of viral infection.","Journal of virology","13","87","7423-34","10.1128/JVI.00270-13 [doi]","10.1128/JVI.00270-13","Journal Article","2013","Jul","PubMed",2024-01-29
"Yamaji, N., Xia, J., Mitani-Ueno, N., Yokosho, K., Feng Ma, J.","Preferential delivery of zinc to developing tissues in rice is mediated by P-type  heavy metal ATPase OsHMA2.","Plant physiology","2","162","927-39","10.1104/pp.113.216564 [doi]","10.1104/pp.113.216564","Journal Article","2013","Jun","PubMed",2024-01-29
"Chiba, S., Lin, Y., Kondo, H., Kanematsu, S., Suzuki, N.","A novel victorivirus from a phytopathogenic fungus, Rosellinia necatrix, is  infectious as particles and targeted by RNA silencing.","Journal of virology","12","87","6727-38","10.1128/JVI.00557-13 [doi]","10.1128/JVI.00557-13","Journal Article","2013","Jun","PubMed",2024-01-29
"Kondo, H., Kanematsu, S., Suzuki, N.","Viruses of the white root rot fungus, Rosellinia necatrix.","Advances in virus research",NA,"86","177-214","B978-0-12-394315-6.00007-6 [pii]","10.1016/B978-0-12-394315-6.00007-6","Journal Article","2013","","PubMed",2024-01-29
"Tani, A., Sahin, N.","Methylobacterium haplocladii sp. nov. and Methylobacterium brachythecii sp. nov.,  isolated from bryophytes.","International journal of systematic and evolutionary microbiology","Pt 9","63","3287-3292","10.1099/ijs.0.048215-0 [doi]","10.1099/ijs.0.048215-0","Journal Article","2013","Sep","PubMed",2024-01-29
"Hiraguri, A., Ueki, S., Kondo, H., Nomiyama, K., Shimizu, T., Ichiki-Uehara, T., Omura, T., Sasaki, N., Nyunoya, H., Sasaya, T.","Identification of a movement protein of Mirafiori lettuce big-vein ophiovirus.","The Journal of general virology","Pt 5","94","1145-1150","10.1099/vir.0.050005-0 [doi]","10.1099/vir.0.050005-0","Journal Article","2013","May","PubMed",2024-01-29
"Murata, M., Shibata, F., Hironaka, A., Kashihara, K., Fujimoto, S., Yokota, E., Nagaki, K.","Generation of an artificial ring chromosome in Arabidopsis by Cre/LoxP-mediated  recombination.","The Plant journal : for cell and molecular biology","3","74","363-71","10.1111/tpj.12128 [doi]","10.1111/tpj.12128","Journal Article","2013","May","PubMed",2024-01-29
"Kato, Y., Sakamoto, W.","Possible compensatory role among chloroplast proteases under excess-light stress  condition.","Plant signaling & behavior","3","8","e23198","10.4161/psb.23198 [doi]","10.4161/psb.23198","Journal Article","2013","Mar","PubMed",2024-01-29
"Sakuma, S., Pourkheirandish, M., Hensel, G., Kumlehn, J., Stein, N., Tagiri, A., Yamaji, N., Ma, J.F., Sassa, H., Koba, T., Komatsuda, T.","Divergence of expression pattern contributed to neofunctionalization of  duplicated HD-Zip I transcription factor in barley.","The New phytologist","3","197","939-948","10.1111/nph.12068 [doi]","10.1111/nph.12068","Journal Article","2013","Feb","PubMed",2024-01-29
"Lin, Y., Hisano, S., Yaegashi, H., Kanematsu, S., Suzuki, N.","A second quadrivirus strain from the phytopathogenic filamentous fungus  Rosellinia necatrix.","Archives of virology","5","158","1093-8","10.1007/s00705-012-1580-8 [doi]","10.1007/s00705-012-1580-8","Journal Article","2013","May","PubMed",2024-01-29
"Kondo, H.","[Plant rhabdoviruses with bipartite genomes].","Uirusu","2","63","143-54",NA,"10.2222/jsv.63.143","English Abstract","2013","","PubMed",2024-01-29
"Chiba, S., Lin, Y., Kondo, H., Kanematsu, S., Suzuki, N.","Effects of defective interfering RNA on symptom induction by, and replication of,  a novel partitivirus from a phytopathogenic fungus, Rosellinia necatrix.","Journal of virology","4","87","2330-41","10.1128/JVI.02835-12 [doi]","10.1128/JVI.02835-12","Journal Article","2013","Feb","PubMed",2024-01-29
"Zhang, L., Sakamoto, W.","Possible function of VIPP1 in thylakoids: protection but not formation?","Plant signaling & behavior","2","8","e22860","10.4161/psb.22860 [doi]","10.4161/psb.22860","Journal Article","2013","Feb","PubMed",2024-01-29
"Ueki, S., Magori, S., Lacroix, B., Citovsky, V.","Transient gene expression in epidermal cells of plant leaves by biolistic DNA  delivery.","Methods in molecular biology (Clifton, N.J.)",NA,"940","17-26","10.1007/978-1-62703-110-3_2 [doi]","10.1007/978-1-62703-110-3_2","Journal Article","2013","","PubMed",2024-01-29
"Kondo, H., Chiba, S., Toyoda, K., Suzuki, N.","Evidence for negative-strand RNA virus infection in fungi.","Virology","2","435","201-9","S0042-6822(12)00500-4 [pii]","10.1016/j.virol.2012.10.002","Journal Article","2013","Jan 20","PubMed",2024-01-29
"Sanchez, Z., Tani, A., Suzuki, N., Kariyama, R., Kumon, H., Kimbara, K.","Assessment of change in biofilm architecture by nutrient concentration using a  multichannel microdevice flow system.","Journal of bioscience and bioengineering","3","115","326-31","S1389-1723(12)00407-0 [pii]","10.1016/j.jbiosc.2012.09.018","Journal Article","2013","Mar","PubMed",2024-01-29
"Kouno, T., Ezaki, B.","Multiple regulation of Arabidopsis AtGST11 gene expression by four transcription  factors under abiotic stresses.","Physiologia plantarum","1","148","97-104","10.1111/j.1399-3054.2012.01699.x [doi]","10.1111/j.1399-3054.2012.01699.x","Journal Article","2013","May","PubMed",2024-01-29
"Nagaki, K., Yamamoto, M., Yamaji, N., Mukai, Y., Murata, M.","Chromosome dynamics visualized with an anti-centromeric histone H3 antibody in  Allium.","PloS one","12","7","e51315","10.1371/journal.pone.0051315 [doi]","10.1371/journal.pone.0051315","Journal Article","2012","","PubMed",2024-01-29
"Horie, T., Karahara, I., Katsuhara, M.","Salinity tolerance mechanisms in glycophytes: An overview with the central focus  on rice plants.","Rice (New York, N.Y.)","1","5","11","10.1186/1939-8433-5-11 [doi]","10.1186/1939-8433-5-11","Journal Article","2012","Dec","PubMed",2024-01-29
"Tsutsui, T., Yamaji, N., Huang, C.F., Motoyama, R., Nagamura, Y., Ma, J.F.","Comparative genome-wide transcriptional analysis of Al-responsive genes reveals  novel Al tolerance mechanisms in rice.","PloS one","10","7","e48197","10.1371/journal.pone.0048197 [doi]","10.1371/journal.pone.0048197","Journal Article","2012","","PubMed",2024-01-29
"Shibasaka, M., Sasano, S., Utsugi, S., Katsuhara, M.","Functional characterization of a novel plasma membrane intrinsic protein2 in  barley.","Plant signaling & behavior","12","7","1648-52","10.4161/psb.22294 [doi]","10.4161/psb.22294","Journal Article","2012","Dec","PubMed",2024-01-29
"Zheng, L., Yamaji, N., Yokosho, K., Ma, J.F.","YSL16 is a phloem-localized transporter of the copper-nicotianamine complex that  is responsible for copper distribution in rice.","The Plant cell","9","24","3767-82","10.1105/tpc.112.103820 [doi]","10.1105/tpc.112.103820","Journal Article","2012","Sep","PubMed",2024-01-29
"Zhang, L., Kato, Y., Otters, S., Vothknecht, U.C., Sakamoto, W.","Essential role of VIPP1 in chloroplast envelope maintenance in Arabidopsis.","The Plant cell","9","24","3695-707","10.1105/tpc.112.103606 [doi]","10.1105/tpc.112.103606","Journal Article","2012","Sep","PubMed",2024-01-29
"Tani, A., Sahin, N., Matsuyama, Y., Enomoto, T., Nishimura, N., Yokota, A., Kimbara, K.","High-throughput identification and screening of novel Methylobacterium species  using whole-cell MALDI-TOF/MS analysis.","PloS one","7","7","e40784","10.1371/journal.pone.0040784 [doi]","10.1371/journal.pone.0040784","Journal Article","2012","","PubMed",2024-01-29
"Yuo, T., Yamashita, Y., Kanamori, H., Matsumoto, T., Lundqvist, U., Sato, K., Ichii, M., Jobling, S.A., Taketa, S.","A SHORT INTERNODES (SHI) family transcription factor gene regulates awn  elongation and pistil morphology in barley.","Journal of experimental botany","14","63","5223-32","10.1093/jxb/ers182 [doi]","10.1093/jxb/ers182","Journal Article","2012","Sep","PubMed",2024-01-29
"Chen, Z.C., Yamaji, N., Motoyama, R., Nagamura, Y., Ma, J.F.","Up-regulation of a magnesium transporter gene OsMGT1 is required for conferring  aluminum tolerance in rice.","Plant physiology","4","159","1624-33","10.1104/pp.112.199778 [doi]","10.1104/pp.112.199778","Journal Article","2012","Aug","PubMed",2024-01-29
"Kato, Y., Sun, X., Zhang, L., Sakamoto, W.","Cooperative D1 degradation in the photosystem II repair mediated by chloroplastic  proteases in Arabidopsis.","Plant physiology","4","159","1428-39","10.1104/pp.112.199042 [doi]","10.1104/pp.112.199042","Journal Article","2012","Aug","PubMed",2024-01-29
"Andika, I.B., Kondo, H., Nishiguchi, M., Tamada, T.","The cysteine-rich proteins of beet necrotic yellow vein virus and tobacco rattle  virus contribute to efficient suppression of silencing in roots.","The Journal of general virology","Pt 8","93","1841-1850","10.1099/vir.0.043513-0 [doi]","10.1099/vir.0.043513-0","Journal Article","2012","Aug","PubMed",2024-01-29
"Sasaki, A., Yamaji, N., Yokosho, K., Ma, J.F.","Nramp5 is a major transporter responsible for manganese and cadmium uptake in  rice.","The Plant cell","5","24","2155-67","10.1105/tpc.112.096925 [doi]","10.1105/tpc.112.096925","Journal Article","2012","May","PubMed",2024-01-29
"Tani, A., Takai, Y., Suzukawa, I., Akita, M., Murase, H., Kimbara, K.","Practical application of methanol-mediated mutualistic symbiosis between  Methylobacterium species and a roof greening moss, Racomitrium japonicum.","PloS one","3","7","e33800","10.1371/journal.pone.0033800 [doi]","10.1371/journal.pone.0033800","Journal Article","2012","","PubMed",2024-01-29
"Hatano, H., Mizuno, N., Matsuda, R., Shitsukawa, N., Park, P., Takumi, S.","Dysfunction of mitotic cell division at shoot apices triggered severe growth  abortion in interspecific hybrids between tetraploid wheat and Aegilops tauschii.","The New phytologist","4","194","1143-1154","10.1111/j.1469-8137.2012.04125.x [doi]","10.1111/j.1469-8137.2012.04125.x","Journal Article","2012","Jun","PubMed",2024-01-29
"Fujii, M., Yokosho, K., Yamaji, N., Saisho, D., Yamane, M., Takahashi, H., Sato, K., Nakazono, M., Ma, J.F.","Acquisition of aluminium tolerance by modification of a single gene in barley.","Nature communications",NA,"3","713","10.1038/ncomms1726 [doi]","10.1038/ncomms1726","Journal Article","2012","Mar 6","PubMed",2024-01-29
"Lin, Y., Chiba, S., Tani, A., Kondo, H., Sasaki, A., Kanematsu, S., Suzuki, N.","A novel quadripartite dsRNA virus isolated from a phytopathogenic filamentous  fungus, Rosellinia necatrix.","Virology","1","426","42-50","10.1016/j.virol.2012.01.013 [doi]","10.1016/j.virol.2012.01.013","Journal Article","2012","Apr 25","PubMed",2024-01-29
"Tang, L.Y., Matsushima, R., Sakamoto, W.","Mutations defective in ribonucleotide reductase activity interfere with pollen  plastid DNA degradation mediated by DPD1 exonuclease.","The Plant journal : for cell and molecular biology","4","70","637-49","10.1111/j.1365-313X.2012.04904.x [doi]","10.1111/j.1365-313X.2012.04904.x","Journal Article","2012","May","PubMed",2024-01-29
